,T1,T2,Season,1Seed-2Seed,ScoreAvgDiff,NumotAvgDiff,FgmAvgDiff,FgaAvgDiff,Fgm3AvgDiff,Fga3AvgDiff,FtmAvgDiff,FtaAvgDiff,OrAvgDiff,DrAvgDiff,AstAvgDiff,ToAvgDiff,StlAvgDiff,BlkAvgDiff,PfAvgDiff,ScorediffAvgDiff,WinAvgDiff,T1 WL
6087,New Mexico St,Wisconsin,2013,8,2.47058824,-0.057040998,0.08377897,-4.18538324,-3.411764706,-9.90374332,5.71479501,8.05258467,0.28787879,0.2174688,-1.92780749,4.628342242,-0.161319073,1.251336898,1.24153297,-4.466131907,0.020499109,0
6088,Valparaiso,Wisconsin,2013,9,5.93933824,-0.086397059,0.48529412,-6.06985294,0.025735294,-2.33272059,4.94301471,4.32720588,-2.5625,-1.27022059,0.49264706,4.670955882,0.698529412,-1.044117647,3.52941176,-0.742647059,0.104779412,0
6089,Albany NY,Wisconsin,2013,10,-1.11764705,-0.088235294,-1.94117647,-6,-1.411764706,-5.70588235,4.17647059,3.38235294,-1.647058824,-1.44117647,-2.20588235,3.647058822,-0.235294117,-2.264705882,2.05882352,-5.5,0.029411765,0
6090,Liberty,Wisconsin,2013,11,1.84558824,-0.023897059,-1.07720588,-2.03860294,-0.630514706,-3.70772059,4.63051471,4.01470588,-1.4375,-0.36397059,-1.75735294,3.577205882,-0.551470588,-1.387867647,4.93566176,-13.02389706,-0.301470588,0
6091,NC A&T,Wisconsin,2013,11,-3.9117647,-0.088235294,-3.20588235,-3.97058823,-1.617647059,-2.97058824,4.11764706,5.67647059,-0.85294118,-0.73529412,-2.47058823,5.323529412,1.147058824,0.235294118,5.44117647,-9.411764706,-0.147058823,0
6092,Gonzaga,Wisconsin,2013,-4,11.28308824,-0.117647059,3.54779412,-1.10110294,-1.193014706,-5.11397059,5.38051471,5.70220588,-0.03125,0.44852941,1.46139706,1.420955882,2.198529412,-1.512867647,1.93566176,7.694852941,0.261029412,1
6093,Ohio St,Wisconsin,2013,-3,3.77361854,-0.087344029,1.32620321,-0.60962567,-1.381461676,-4.99465241,2.5026738,2.14349376,-0.83333333,-0.35828877,-0.04901961,0.870766492,1.1114082,0.008912656,1.57486631,1.745989301,0.1114082,1
6094,New Mexico,Wisconsin,2013,-2,1.91176471,-0.05882353,-1.79411764,-4.14705882,-1,-4.0882353,6.5,6.94117647,-2.117647059,0.67647059,1.23529412,1.764705882,0.441176471,-0.382352941,1.47058823,-2.588235294,0.176470588,0
6095,Kansas St,Wisconsin,2013,-1,3.13725491,-0.117647059,0.90196079,1.20855615,-0.593582888,-3.20677362,1.92691623,1.41622103,1.89393939,-3.90374332,2.61764706,1.870766492,1.353832442,-0.657754011,4.30213903,-2.344919786,0.1114082,0
6096,Indiana,Arizona,2013,-5,6.71875,0.029356061,1.84753788,-0.38352273,-0.353219697,-3.33617424,3.37689394,4.61174242,0.92329545,1.43276515,0.70170455,-0.09375,0.547348485,-0.178977273,0.74715909,7.95170455,0.036931818,1
6097,Miami FL,Arizona,2013,-4,-3.37215909,-0.00094697,0.02935606,-1.17140152,-0.838068182,-2.06344697,-2.59280303,-1.66098485,-1.50094697,1.00852273,-2.57102273,-2.18465909,-0.604166667,0.639204545,-1.61647727,-0.351325758,0.036931818,1
6098,Marquette,Arizona,2013,-3,-4.28125,0.097782258,-0.51512097,-3.1078629,-3.398185484,-6.93245968,0.14717742,0.92943548,-0.01512097,-1.2671371,0.51108871,0.51915323,-0.195564516,-0.486895161,0.62399194,-3.335685484,-0.039314516,0
6099,Syracuse,Arizona,2013,-2,-1.93839286,0.025892857,0.65446429,2.71517857,-1.599107143,-2.97946429,-1.64821429,-0.2125,3.01160714,-0.51875,0.69910714,-0.46517857,1.948214286,2.29375,-0.17232143,1.66339286,-0.038392857,1
6100,UNLV,Arizona,2013,-1,-2.19034091,-0.00094697,-0.09185606,1.46496212,-1.171401515,-1.27556818,-0.83522727,0.03598485,0.22632576,3.37215909,2.15625,0.96685606,0.244318182,1.911931818,0.59564394,-2.078598485,-0.053977273,0
6101,Butler,Arizona,2013,0,-4.85700758,-0.00094697,-1.09185606,-2.29261364,-1.110795455,-2.03314394,-1.5625,-0.47916667,0.07481061,0.16003788,-0.96496212,0.17897727,-1.270833333,-1.603219697,1.71685606,-4.684659091,-0.023674242,0
6102,Illinois,Arizona,2013,1,-4.64488636,-0.00094697,-1.09185606,2.28314394,0.040719697,2.75473485,-2.50189394,-2.72159091,0.31723485,-3.26420455,-3.69223485,-1.60890152,-0.058712121,0.002840909,1.86837121,-6.381628788,-0.144886364,0
6103,NC State,Arizona,2013,2,4.24816176,-0.001838235,3.08639706,1.25551471,-2.362132353,-7.62316176,0.4375,2.62867647,-0.09007353,0.66360294,0.77389706,-0.74080882,-0.349264706,0.358455882,-1.02022059,-2.123161765,-0.075367647,0
6104,Temple,Arizona,2013,3,-0.53125,-0.03125,0.15625,2.9375,-0.375,0.71875,-0.46875,0,-0.1875,-1.625,1.03125,-2.125,1.09375,-0.21875,0.0625,-4.9375,-0.0625,0
6105,Colorado,Arizona,2013,4,-5.125,0.09375,-1.34375,-1.375,-2.25,-5.53125,-0.1875,1.65625,0.0625,0.90625,-3.8125,0.15625,0.09375,-0.78125,-0.5625,-5.21875,-0.125,0
6106,Bucknell,Arizona,2013,5,-6.03125,-0.03125,-0.9375,-2.75,-3.03125,-8.25,-1.125,-1.46875,-2.5,2.40625,-0.40625,-3.65625,-3.4375,0.15625,-1.6875,-0.03125,0.0625,0
6107,California,Arizona,2013,6,-5.7328629,0.001008065,0.29133065,1.11794355,-3.623991935,-7.83568548,-2.69153226,-3.07056452,-0.56350806,1.50705645,0.22076613,-0.5453629,-1.163306452,0.835685484,-0.02116935,-6.432459677,-0.13608871,0
6108,Montana,Arizona,2013,7,-2.79849138,0.141163793,-1.16918103,-5.17349138,-0.89762931,-3.19719828,0.4375,0.04956897,-4.151939655,-1.27047414,-1.29202586,-0.78340517,-1.17887931,-0.90625,0.72521552,-4.766163793,0.011853448,0
6109,Davidson,Arizona,2013,8,-0.1875,0,-0.46875,-2.5,-0.15625,-0.625,0.90625,-0.25,-2.5,-0.28125,-0.09375,-2.09375,-1.21875,-1.15625,1.28125,1.5,0,0
6110,Pacific,Arizona,2013,9,-6.4375,0,-1.8125,-3.59375,-1.1875,-4.5625,-1.625,-0.90625,-2.125,-2.5625,0.5,-1.875,-1.40625,-2.6875,1.96875,-7.75,-0.15625,0
6111,James Madison,Arizona,2013,10,-8.10477941,0.027573529,-2.50183824,-2.03860294,-1.920955882,-3.88786765,-1.18014706,-0.28308824,-1.53125,-2.01286765,-2.10845588,-1.91727941,0.944852941,0.59375,0.80330882,-8.770220588,-0.193014706,0
6112,Long Island,Arizona,2013,10,6.17329545,0.029356061,2.05965909,0.37405303,-0.292613636,-1.97253788,2.34659091,5.15719697,0.25662879,-1.11268939,1.42897727,1.30018939,-0.119318182,-0.391098485,1.38352273,-6.533143939,-0.175189394,0
6113,Kansas,Arizona,2013,-5,2.10110294,0.086397059,1.58639706,-0.18566176,-1.626838235,-4.68198529,0.55514706,1.1875,-0.56066176,3.42830882,1.80330882,0.58272059,0.238970588,2.711397059,0.62683824,4.31801471,0.071691176,1
6114,Georgetown,Arizona,2013,-4,-8.70060484,0.097782258,-2.03125,-5.23689516,-1.785282258,-4.67439516,-2.85282258,-2.13508065,-2.305443548,-1.00907258,0.96270161,-0.41633065,0.610887097,-0.067540323,0.52721774,-0.755040323,0.025201613,0
6115,Florida,Arizona,2013,-3,-1.64488636,-0.03125,1.18087121,-1.14109848,0.737689394,0.96685606,-4.74431818,-4.93371212,-0.98579545,-0.20359848,0.97443182,-1.97253788,0.03219697,-0.603219697,-2.22253788,8.34564394,0.006628788,1
6116,Michigan,Arizona,2013,-2,1.09375,0.03125,2.625,1.90625,-0.3125,-1.53125,-3.84375,-4.3125,-0.9375,-0.40625,0.28125,-3.875,-0.90625,-1.0625,-3.28125,1.84375,0,1
6117,VA Commonwealth,Arizona,2013,-1,4.04227941,0.027573529,2.96875,6.69669118,0.284926471,1.49448529,-2.18014706,-1.72426471,2.35110294,-3.77757353,0.86213235,-1.27022059,4.88602941,-0.759191176,3.56801471,2.93566176,-0.016544118,1
6118,UCLA,Arizona,2013,0,1.45404412,0.086397059,2.64522059,5.16727941,-2.744485294,-6.62316176,-1.09191176,-0.78308824,-0.70772059,0.75183824,2.30330882,-2.03492647,1.238970588,-0.229779412,-1.43198529,-3.799632353,-0.045955882,0
6119,San Diego St,Arizona,2013,1,-5.01458333,0.002083333,-0.76458333,0.51041667,-1.75625,-2.89375,-1.72916667,-0.57916667,-0.73125,1.14791667,-1.81041667,-1.16041667,-0.370833333,0.460416667,-1.14375,-2.49375,-0.114583333,0
6120,North Carolina,Arizona,2013,2,2.90056818,-0.00094697,3.30208333,8.91950758,-0.322916667,-1.27556818,-3.38068182,-2.72159091,2.1657197,0.43276515,3.18655303,-0.82102273,1.03219697,-0.603219697,-1.43465909,-2.533143939,-0.084280303,0
6121,Villanova,Arizona,2013,3,-5.84375,0.125,-3.84375,-4.4375,-1.5625,-3,3.40625,5.46875,-0.375,0.25,-1.5625,2.53125,0.59375,-0.4375,2.6875,-7.09375,-0.1875,0
6122,Oklahoma,Arizona,2013,4,-2.15221774,0.033266129,0.13004032,2.05342742,-2.688508065,-5.86794355,0.27620968,0.02620968,0.37197581,0.11995968,-1.45665323,-1.25504032,-0.485887097,-1.099798387,0.97883065,-4.658266129,-0.13608871,0
6123,Minnesota,Arizona,2013,5,-4.84375,0,-1.15625,-1.6875,-2.4375,-5.09375,-0.09375,1.78125,3.375,-0.78125,0.9375,0.71875,0.625,1.8125,1.1875,-2.84375,-0.15625,0
6124,Akron,Arizona,2013,6,-1.34576613,0.097782258,0.74294355,1.27923387,-0.720766129,-0.22278226,-2.1108871,0.12298387,1.50100806,0.05544355,1.15625,0.64818548,0.191532258,1.674395161,1.65625,0.083669355,0.025201613,0
6125,S Dakota St,Arizona,2013,7,-0.63608871,0.097782258,0.29133065,-0.97883065,0.182459677,-1.22278226,-1.40120968,-2.48991935,-2.369959677,0.05544355,0.05947581,-2.5453629,-1.840725806,-1.712701613,-2.02116935,-3.303427419,-0.071572581,0
6126,Northwestern LA,Arizona,2013,8,4.68171296,-0.03125,2.41319444,5.82523148,-1.915509259,-2.83449074,1.77083333,4.29861111,2.13541667,-0.23726852,0.78587963,0.90625,2.395833333,0.612268519,3.54513889,-4.075231481,-0.077546296,0
6127,FL Gulf Coast,Arizona,2013,9,-0.9375,0.0625,1.1875,1.84375,-1.03125,-1.0625,-2.28125,-1,0.15625,0.03125,-0.125,1.5625,1.875,-0.125,1.25,-4.5625,-0.09375,0
6128,WKU,Arizona,2013,10,-6.28125,-0.001838235,-1.76654412,-1.62683824,-1.126838235,-1.44669118,-1.62132353,-0.3125,0.38051471,-0.95404412,-2.57904412,1.96507353,-0.849264706,-0.641544118,2.59742647,-8.887867647,-0.222426471,0
6129,Louisville,Arizona,2013,-5,0.27757353,0.115808824,0.82169118,2.40257353,-1.832720588,-3.47610294,0.46691176,1.71691176,2.08639706,-0.83639706,1.15625,-0.41727941,3.79779412,0.329044118,1.39154412,5.99448529,0.071691176,1
6130,Duke,Arizona,2013,-4,5,-0.03125,2.3125,1.75,0.09375,-2,0.28125,0.84375,-1.875,-0.5625,0.84375,-2.375,-0.40625,-0.125,1.375,3.28125,0.0625,1
6131,Michigan St,Arizona,2013,-3,-5.78125,-0.03125,-0.65625,-2.71875,-2.6875,-6.65625,-1.78125,-1.40625,-0.25,0.46875,-0.75,0.0625,1.125,-0.09375,-0.34375,-1.46875,-0.03125,1
6132,St Louis,Arizona,2013,-2,-4.5842803,0.029356061,-1.91003788,-3.98958333,-1.504734848,-3.36647727,0.7405303,2.27840909,-2.50094697,-0.90056818,-0.96496212,-1.60890152,0.547348485,-0.754734848,1.01988636,0.98200758,0.036931818,0
6133,Oklahoma St,Arizona,2013,-1,-0.90625,0.125,-0.25,0.65625,-2.09375,-3.5,1.6875,2.1875,-0.65625,0.8125,-1.78125,-0.6875,0.5625,0.84375,1.625,-0.0625,-0.03125,0
6134,Memphis,Arizona,2013,0,2.57169118,0.027573529,2.52757353,1.93198529,-1.479779412,-4.79963235,-1.00367647,1.04044118,0.73345588,0.81066176,3.36213235,1.52389706,2.033088235,2.387867647,1.74448529,1.11213235,0.101102941,0
6135,Creighton,Arizona,2013,1,2.10110294,-0.03125,1.64522059,-3.09742647,1.108455882,-0.27022059,-2.29779412,-3.13602941,-3.119485294,2.10477941,3.33272059,-0.82904412,-1.9375,-1.318014706,-0.13786765,2.70036765,0.012867647,0
6136,Colorado St,Arizona,2013,2,-1.02318548,0.001008065,-0.09576613,0.63407258,-2.527217742,-5.73891129,1.69556452,3.54233871,2.9203629,0.79737903,-1.00504032,-2.38407258,-2.29233871,-2.099798387,0.72076613,-0.884072581,-0.039314516,0
6137,Missouri,Arizona,2013,3,2.96117424,0.029356061,2.24147727,3.67708333,-1.353219697,-2.54829545,-0.16856061,0.00568182,2.1657197,3.00852273,0.09564394,0.14867424,-0.179924242,-0.391098485,0.11079545,0.46685606,-0.084280303,0
6138,Cincinnati,Arizona,2013,4,-6.64488636,0.059659091,-1.87973485,1.88920455,-0.838068182,0.39109848,-2.04734848,0.00568182,2.83238636,0.91761364,-1.63162879,-0.27556818,0.0625,2.275568182,1.3532197,-1.714962121,-0.114583333,0
6139,MTSU,Arizona,2013,5,-2.03882576,0.029356061,-0.00094697,-1.62594697,-2.292613636,-6.91193182,0.25568182,2.00568182,0.62026515,-0.05208333,0.30776515,0.69412879,0.153409091,-0.118371212,4.26231061,3.86079545,0.067234848,0
6140,St Mary's CA,Arizona,2013,5,1.59375,0,1.03125,-0.40625,0.1875,-0.0625,-0.65625,-0.40625,0.40625,0.15625,0.65625,-1.15625,-0.90625,-0.9375,1.1875,1.96875,0.03125,0
6141,Oregon,Arizona,2013,6,-1.54595588,0.115808824,0.43933824,1.31433824,-2.626838235,-5.50551471,0.20220588,1.39338235,0.70404412,0.45772059,-0.84375,1.81801471,1.5625,0.09375,1.03860294,-1.476102941,-0.016544118,0
6142,New Mexico St,Arizona,2013,7,-5.28125,0.029356061,-1.18276515,-3.9592803,-3.65625,-8.82102273,0.7405303,3.97537879,0.25662879,0.67518939,-2.38920455,1.26988636,-1.422348485,1.639204545,-1.13162879,-4.442234848,-0.084280303,0
6143,Valparaiso,Arizona,2013,8,-1.8125,0,-0.78125,-5.84375,-0.21875,-1.25,-0.03125,0.25,-2.59375,-0.8125,0.03125,1.3125,-0.5625,-0.65625,1.15625,-0.71875,0,0
6144,Albany NY,Arizona,2013,9,-8.86948529,-0.001838235,-3.20772059,-5.77389706,-1.65625,-4.62316176,-0.79779412,-0.69485294,-1.678308824,-0.98345588,-2.66727941,0.28860294,-1.496323529,-1.876838235,-0.31433824,-5.476102941,-0.075367647,0
6145,Liberty,Arizona,2013,10,-5.90625,0.0625,-2.34375,-1.8125,-0.875,-2.625,-0.34375,-0.0625,-1.46875,0.09375,-2.21875,0.21875,-1.8125,-1,2.5625,-13,-0.40625,0
6146,NC A&T,Arizona,2013,10,-11.66360294,-0.001838235,-4.47242647,-3.74448529,-1.862132353,-1.88786765,-0.85661765,1.59926471,-0.88419118,-0.27757353,-2.93198529,1.96507353,-0.113970588,0.623161765,3.06801471,-9.387867647,-0.251838235,0
6147,Gonzaga,Arizona,2013,-5,3.53125,-0.03125,2.28125,-0.875,-1.4375,-4.03125,0.40625,1.625,-0.0625,0.90625,1,-1.9375,0.9375,-1.125,-0.4375,7.71875,0.15625,1
6148,Ohio St,Arizona,2013,-4,-3.9782197,-0.00094697,0.05965909,-0.38352273,-1.62594697,-3.91193182,-2.47159091,-1.93371212,-0.86458333,0.09943182,-0.51041667,-2.48768939,-0.149621212,0.396780303,-0.79829545,1.76988636,0.006628788,1
6149,New Mexico,Arizona,2013,-3,-5.84007353,0.027573529,-3.06066176,-3.92095588,-1.244485294,-3.00551471,1.52573529,2.86397059,-2.148897059,1.13419118,0.77389706,-1.59375,-0.819852941,0.005514706,-0.90257353,-2.564338235,0.071691176,0
6150,Kansas St,Arizona,2013,-2,-4.61458333,-0.03125,-0.36458333,1.43465909,-0.838068182,-2.12405303,-3.04734848,-2.66098485,1.86268939,-3.44602273,2.15625,-1.48768939,0.09280303,-0.269886364,1.92897727,-2.321022727,0.006628788,0
6151,Wisconsin,Arizona,2013,-1,-7.75183824,0.086397059,-1.26654412,0.22610294,-0.244485294,1.08272059,-4.97426471,-4.07720588,-0.03125,0.45772059,-0.46139706,-3.358455882,-1.261029412,0.387867647,-2.37316176,0.023897059,-0.104779412,1
6152,Indiana,Notre Dame,2013,-6,9.64705882,-0.174688057,1.29055259,0.03743315,0.714795009,0.11051694,6.35115865,7.63012477,1.33689839,1.03386809,-2.45454545,1.94117647,2.396613191,-0.096256685,2.85561497,10.31016043,0.0828877,1
6153,Miami FL,Notre Dame,2013,-5,-0.44385027,-0.204991088,-0.52762923,-0.75044564,0.229946524,1.38324421,0.38146168,1.3573975,-1.08734403,0.60962567,-5.72727273,-0.14973262,1.245098039,0.721925133,0.49197861,2.007130124,0.0828877,1
6154,Marquette,Notre Dame,2013,-4,-1.35294118,-0.10626186,-1.07210626,-2.68690702,-2.330170778,-3.4857685,3.12144213,3.94781783,0.39848197,-1.66603416,-2.64516129,2.5540797,1.65370019,-0.404174573,2.73244782,-0.977229602,0.006641366,1
6155,Syracuse,Notre Dame,2013,-3,0.98991596,-0.178151261,0.097479,3.13613445,-0.531092437,0.46722689,1.32605042,2.80588235,3.42521008,-0.91764706,-2.45714286,1.5697479,3.797478992,2.376470588,1.93613445,4.021848742,0.007563025,1
6156,UNLV,Notre Dame,2013,-2,0.73796791,-0.204991088,-0.64884135,1.885918,-0.103386809,2.171123,2.13903744,3.0543672,0.6399287,2.97326203,-1,3.00178253,2.093582888,1.994652406,2.70409982,0.279857397,-0.008021391,0
6157,Butler,Notre Dame,2013,-1,-1.92869876,-0.204991088,-1.64884135,-1.87165776,-0.042780749,1.41354724,1.41176471,2.53921568,0.48841355,-0.23885918,-4.12121212,2.21390374,0.578431373,-1.520499109,3.82531194,-2.326203209,0.02228164,0
6158,Illinois,Notre Dame,2013,0,-1.71657754,-0.204991088,-1.64884135,2.70409982,1.108734403,6.20142603,0.47237077,0.29679144,0.73083779,-3.66310161,-6.84848485,0.42602495,1.790552585,0.085561497,3.97682709,-4.023172906,-0.098930482,1
6159,NC State,Notre Dame,2013,1,7.17647058,-0.205882353,2.52941177,1.67647059,-1.294117647,-4.17647058,3.41176471,5.64705882,0.32352941,0.26470588,-2.38235294,1.29411765,1.5,0.44117647,1.08823529,0.235294117,-0.029411765,0
6160,Temple,Notre Dame,2013,2,2.39705882,-0.235294118,-0.40073529,3.35845588,0.693014706,4.16544118,2.50551471,3.01838235,0.22610294,-2.02389706,-2.125,-0.09007353,2.943014706,-0.136029412,2.17095588,-2.579044118,-0.016544118,0
6161,Colorado,Notre Dame,2013,3,-2.19669118,-0.110294118,-1.90073529,-0.95404412,-1.181985294,-2.08455882,2.78676471,4.67463235,0.47610294,0.50735294,-6.96875,2.19117647,1.943014706,-0.698529412,1.54595588,-2.860294118,-0.079044118,0
6162,Bucknell,Notre Dame,2013,4,-3.10294118,-0.235294118,-1.49448529,-2.32904412,-1.963235294,-4.80330882,1.84926471,1.54963235,-2.08639706,2.00735294,-3.5625,-1.62132353,-1.588235294,0.238970588,0.42095588,2.327205882,0.108455882,0
6163,California,Notre Dame,2013,5,-2.80455408,-0.203036053,-0.26565464,1.53889943,-2.555977229,-4.3889943,0.28273245,-0.05218217,-0.14990512,1.10815939,-2.93548387,1.48956357,0.685958254,0.918406072,2.08728653,-4.074003795,-0.090132828,0
6164,Montana,Notre Dame,2013,6,0.12981744,-0.062880325,-1.72616632,-4.7525355,0.170385396,0.2494929,3.41176471,3.06795132,-3.738336715,-1.6693712,-4.44827586,1.2515213,0.670385396,-0.823529412,2.8336714,-2.407707911,0.05780933,0
6165,Davidson,Notre Dame,2013,7,2.74080882,-0.204044118,-1.02573529,-2.07904412,0.911764706,2.82169118,3.88051471,2.76838235,-2.08639706,-0.68014706,-3.25,-0.05882353,0.630514706,-1.073529412,3.38970588,3.858455882,0.045955882,0
6166,Pacific,Notre Dame,2013,8,-3.50919118,-0.204044118,-2.36948529,-3.17279412,-0.119485294,-1.11580882,1.34926471,2.11213235,-1.71139706,-2.96139706,-2.65625,0.15992647,0.443014706,-2.604779412,4.07720588,-5.391544118,-0.110294118,0
6167,James Madison,Notre Dame,2013,9,-5.17647059,-0.176470589,-3.05882353,-1.61764706,-0.852941176,-0.44117647,1.79411765,2.73529411,-1.11764706,-2.41176471,-5.26470588,0.11764706,2.794117647,0.676470588,2.9117647,-6.411764706,-0.147058824,0
6168,Long Island,Notre Dame,2013,9,9.10160427,-0.174688057,1.5026738,0.79500891,0.77540107,1.4741533,5.32085562,8.17557932,0.67023173,-1.51158645,-1.72727273,3.33511586,1.729946524,-0.308377897,3.49197861,-4.174688057,-0.129233512,0
6169,Kansas,Notre Dame,2013,-6,5.02941176,-0.117647059,1.02941177,0.23529412,-0.558823529,-1.23529411,3.52941177,4.20588235,-0.14705882,3.02941176,-1.35294118,2.61764706,2.088235294,2.794117647,2.73529412,6.676470592,0.117647058,1
6170,Georgetown,Notre Dame,2013,-5,-5.77229602,-0.10626186,-2.58823529,-4.81593928,-0.717267552,-1.22770398,0.12144213,0.8833017,-1.891840608,-1.40796964,-2.19354839,1.61859582,2.460151803,0.015180265,2.63567362,1.603415559,0.071157495,1
6171,Florida,Notre Dame,2013,-4,1.28342246,-0.235294118,0.62388592,-0.7201426,1.8057041,4.41354724,-1.77005347,-1.91532977,-0.57219251,-0.60249554,-2.18181818,0.06238859,1.881461676,-0.520499109,-0.114082,10.70409982,0.05258467,1
6172,Michigan,Notre Dame,2013,-3,4.02205882,-0.172794118,2.06801471,2.32720588,0.755514706,1.91544118,-0.86948529,-1.29411765,-0.52389706,-0.80514706,-2.875,-1.84007353,0.943014706,-0.979779412,-1.17279412,4.202205882,0.045955882,1
6173,VA Commonwealth,Notre Dame,2013,-2,6.97058823,-0.176470589,2.41176471,7.11764706,1.352941177,4.94117647,0.79411765,1.29411764,2.76470588,-4.17647059,-2.29411765,0.76470588,6.735294116,-0.676470588,5.67647059,5.294117642,0.029411764,1
6174,UCLA,Notre Dame,2013,-1,4.38235294,-0.117647059,2.0882353,5.58823529,-1.676470588,-3.17647058,1.88235295,2.23529411,-0.29411765,0.35294118,-0.85294118,0,3.088235294,-0.147058824,0.67647059,-1.441176471,0,0
6175,San Diego St,Notre Dame,2013,0,-2.08627451,-0.201960785,-1.32156862,0.93137255,-0.688235294,0.55294118,1.24509804,2.43921568,-0.31764706,0.74901961,-4.96666667,0.8745098,1.478431373,0.543137255,0.96470588,-0.135294118,-0.068627451,1
6176,North Carolina,Notre Dame,2013,1,5.828877,-0.204991088,2.74509804,9.34046346,0.745098039,2.171123,-0.40641711,0.29679144,2.57932264,0.03386809,0.03030303,1.21390374,2.881461676,-0.520499109,0.67379679,-0.174688057,-0.038324421,0
6177,Villanova,Notre Dame,2013,2,-2.91544118,-0.079044118,-4.40073529,-4.01654412,-0.494485294,0.44669118,6.38051471,8.48713235,0.03860294,-0.14889706,-4.71875,4.56617647,2.443014706,-0.354779412,4.79595588,-4.735294118,-0.141544118,0
6178,Oklahoma,Notre Dame,2013,3,0.77609108,-0.170777989,-0.42694497,2.4743833,-1.620493359,-2.42125237,3.25047439,3.04459203,0.78557875,-0.27893738,-4.61290323,0.77988615,1.363377609,-1.017077799,3.08728653,-2.299810247,-0.090132828,0
6179,Minnesota,Notre Dame,2013,4,-1.91544118,-0.204044118,-1.71323529,-1.26654412,-1.369485294,-1.64705882,2.88051471,4.79963235,3.78860294,-1.18014706,-2.21875,2.75367647,2.474264706,1.895220588,3.29595588,-0.485294118,-0.110294118,0
6180,Akron,Notre Dame,2013,5,1.58254269,-0.10626186,0.18595826,1.70018975,0.347248577,3.22390892,0.86337761,3.14136622,1.914611,-0.34345351,-2,2.68311195,2.040796964,1.757115749,3.76470588,2.442125237,0.071157495,0
6181,S Dakota St,Notre Dame,2013,6,2.29222011,-0.10626186,-0.26565464,-0.55787477,1.250474383,2.22390892,1.57305503,0.528463,-1.956356737,-0.34345351,-3.09677419,-0.51043643,0.0085389,-1.629981025,0.08728653,-0.944971537,-0.025616699,0
6182,Northwestern LA,Notre Dame,2013,7,7.61002178,-0.235294118,1.85620915,6.24618736,-0.847494553,0.61220044,4.74509804,7.31699346,2.54901961,-0.63616558,-2.37037037,2.94117647,4.245098039,0.694989107,5.65359477,-1.716775599,-0.031590414,0
6183,FL Gulf Coast,Notre Dame,2013,8,1.99080882,-0.141544118,0.63051471,2.26470588,0.036764706,2.38419118,0.69301471,2.01838235,0.56985294,-0.36764706,-3.28125,3.59742647,3.724264706,-0.042279412,3.35845588,-2.204044118,-0.047794118,0
6184,WKU,Notre Dame,2013,9,-3.35294118,-0.205882353,-2.32352941,-1.20588236,-0.058823529,2,1.35294118,2.70588235,0.79411765,-1.35294118,-5.73529412,4,1,-0.55882353,4.70588235,-6.529411765,-0.176470589,0
6185,Louisville,Notre Dame,2013,-6,3.20588235,-0.088235294,0.26470589,2.82352941,-0.764705882,-0.02941176,3.44117647,4.73529411,2.5,-1.23529412,-2,1.61764706,5.647058826,0.411764706,3.5,8.352941172,0.117647058,1
6186,Duke,Notre Dame,2013,-5,7.92830882,-0.235294118,1.75551471,2.17095588,1.161764706,1.44669118,3.25551471,3.86213235,-1.46139706,-0.96139706,-2.3125,-0.34007353,1.443014706,-0.042279412,3.48345588,5.639705882,0.108455882,1
6187,Michigan St,Notre Dame,2013,-4,-2.85294118,-0.235294118,-1.21323529,-2.29779412,-1.619485294,-3.20955882,1.19301471,1.61213235,0.16360294,0.06985294,-3.90625,2.09742647,2.974264706,-0.011029412,1.76470588,0.889705882,0.014705882,1
6188,St Louis,Notre Dame,2013,-3,-1.65597148,-0.174688057,-2.46702317,-3.56862745,-0.436720142,0.08021391,3.71479501,5.29679144,-2.08734403,-1.29946524,-4.12121212,0.42602495,2.396613191,-0.67201426,3.12834224,3.340463462,0.0828877,1
6189,Oklahoma St,Notre Dame,2013,-2,2.02205882,-0.079044118,-0.80698529,1.07720588,-1.025735294,-0.05330882,4.66176471,5.20588235,-0.24264706,0.41360294,-4.9375,1.34742647,2.411764706,0.926470588,3.73345588,2.295955882,0.014705882,1
6190,Memphis,Notre Dame,2013,-1,5.5,-0.176470589,1.97058824,2.35294117,-0.411764706,-1.35294117,1.97058824,4.05882353,1.14705882,0.4117647,0.20588235,3.55882353,3.882352941,2.470588235,3.85294117,3.470588232,0.147058823,1
6191,Creighton,Notre Dame,2013,0,5.02941176,-0.235294118,1.0882353,-2.67647059,2.176470588,3.17647059,0.67647059,-0.11764706,-2.705882354,1.70588235,0.17647059,1.20588235,-0.088235294,-1.235294118,1.97058823,5.058823532,0.058823529,1
6192,Colorado St,Notre Dame,2013,1,1.90512334,-0.203036053,-0.65275142,1.05502846,-1.459203036,-2.29222011,4.66982923,6.56072106,3.33396584,0.39848197,-4.16129032,-0.34914611,-0.443074004,-2.017077799,2.82922201,1.474383301,0.006641366,1
6193,Missouri,Notre Dame,2013,2,5.88948306,-0.174688057,1.68449198,4.09803921,-0.285204991,0.89839573,2.8057041,3.02406417,2.57932264,2.60962567,-3.06060606,2.18360071,1.669340464,-0.308377897,2.21925133,2.825311942,-0.038324421,1
